name,platform,year_of_release,genre,rating
Mahou Sensei Negima!? Neo-Pactio Fight!!,Wii,2007,Fighting,
Psychic Detective,PS,1995,Adventure,
Super Robot Taisen: Original Generation,GBA,2002,Role-Playing,T
Sugar + Spice! Anoko no Suteki na Nanimokamo,PS2,2008,Adventure,
G1 Jockey 4 2008,PS3,2008,Sports,
Kanokon: Esuii,PS2,2008,Adventure,
Mortal Kombat: Deadly Alliance,GBA,2002,Fighting,M
Tsukigime Rankos Longest Day,PS3,2014,Action,
Original Frisbee Disc Sports: Ultimate & Golf,DS,2007,Action,
End of Nations,PC,2012,Strategy,T
XI Coliseum,PSP,2006,Puzzle,
Help Wanted: 50 Wacky Jobs (jp sales),Wii,2008,Simulation,
Worms 2,PC,1997,Strategy,K-A
This War of Mine,XOne,2016,Action,
Grisaia no Kajitsu: La Fruit de la Grisaia,PSP,2013,Adventure,
Aiyoku no Eustia,PSV,2014,Misc,
Scarlett: Nichijou no Kyoukaisen,PS2,2008,Adventure,
Neo Angelique Special,PSP,2008,Adventure,
Yattaman Wii: BikkuriDokkiri Machine de Mou Race da Koron,Wii,2008,Racing,
Outdoors Unleashed: Africa 3D,3DS,2011,Sports,T
Pony Friends 2,PC,2009,Simulation,
Real Rode,PS2,2008,Adventure,
Carmageddon 64,N64,1999,Action,
Planet Monsters,GBA,2001,Action,E
PGA European Tour,N64,2000,Sports,
Breach,PC,2011,Shooter,T
Bust-A-Move 3000,GC,2003,Puzzle,E
Mega Brain Boost,DS,2008,Puzzle,E
Mezase!! Tsuri Master DS,DS,2009,Sports,
Eiyuu Densetsu: Sora no Kiseki Material Collection Portable,PSP,2007,Role-Playing,
Plushees,DS,2008,Simulation,E
STORM: Frontline Nation,PC,2011,Strategy,E10+
Tumblestone,PS4,2016,Action,E
Woody Woodpecker in Crazy Castle 5,GBA,2002,Platform,
15 Days,PC,2009,Adventure,
LMA Manager 2007,X360,2006,Sports,
Men in Black II: Alien Escape,GC,2003,Shooter,T
SCORE International Baja 1000: The Official Game,PS2,2008,Racing,
Spirits & Spells,GBA,2003,Platform,
Myst IV: Revelation,PC,2004,Adventure,T
Starry ? Sky: After Winter,PSP,2013,Misc,
Yunohana Spring!,PSV,2015,Action,
Garnet Cradle Portable: Kagi no Himiko,PSP,2011,Adventure,
The Conveni Portable,PSP,2010,Simulation,
Pia Carrot e Youkoso!! G.P. Gakuen Princess,PS2,2009,Adventure,
Izuna 2: The Unemployed Ninja Returns (JP sales),DS,2007,Role-Playing,
Winning Post World 2010,PS2,2010,Sports,
Putty Squad,PS3,2013,Platform,E10+
Chou no Doku: Hana no Kusari - Taishou Tsuyakoi Ibun,PSP,2014,Adventure,
All-Star Slammin D-Ball,PS,2001,Sports,E
Disorder 6,PS3,2013,Adventure,
Offshore Tycoon,Wii,2009,Strategy,E
Secret Game: Killer Queen,PS2,2008,Action,
Dream C Club Zero,PS3,2013,Simulation,
The Peanuts Movie: Snoopys Grand Adventure,X360,2015,Action,E
Hayarigami 3: Keishichou Kaii Jiken File,PSP,2009,Adventure,
Mini Desktop Racing,Wii,2007,Racing,E
I.Q. Mania,PSP,2006,Puzzle,
Canvas 3: Nanairo no Kiseki,PSP,2010,Adventure,
Hallowed Legends: Templar,PC,2015,Action,
Chou Ezaru wa Akai Hana: Ookawa wa Mirai o Tsumugu,PSP,2014,Action,
Kobito Game Taizen,3DS,2016,Misc,
Know How 2,DS,2010,Puzzle,
Patrician IV: Gold Edition,PC,2011,Misc,
Memories Off 6: Next Relation,PSP,2010,Adventure,
CSI: Hard Evidence,PC,2007,Adventure,
Pirate Blast,Wii,2011,Misc,E10+
Metal Gear Solid: Peace Walker HD Edition,X360,2011,Action,T
Flowers,PSV,2014,Adventure,
"Asaki, Yumemishi",PSP,2011,Adventure,
Ayakashi Gohan: Oomori!,PSV,2015,Action,
Kamiyo Gakuen Makorouku Kurunugia,PS2,2008,Adventure,
Import Tuner Challenge (JP sales),X360,2006,Racing,
Gakuen Alice: KiraKira * Memory Kiss,PS2,2006,Adventure,
Battle Fantasia,PS3,2008,Fighting,T
Yuuzai x Muzai,DS,2009,Adventure,
Teenage Mutant Ninja Turtles,Wii,2007,Action,E10+
Witchs Wish,DS,2009,Adventure,E
Champions Online,PC,2009,Role-Playing,T
Sea Monsters: A Prehistoric Adventure,DS,2007,Adventure,E
Shepherds Crossing 2 DS,DS,2008,Simulation,
The Peanuts Movie: Snoopys Grand Adventure,WiiU,2015,Action,E
Dokapon Journey (JP sales),DS,2008,Misc,
Dungeons & Dragons Anthology: The Master Collection,PC,2011,Misc,
Hoshizora * Planet: One Small Step For...,PSP,2011,Adventure,
Possession Magenta,PSV,2015,Action,
Gyouretsu no Dekiru Houritsu Soudansho,DS,2010,Misc,
Air,PSV,2016,Adventure,
Shuumatsu Otome Gensou Alicematic Apocalypse,PS2,2008,Adventure,
Crusty Demons,X,2006,Racing,M
Ultimate Beach Soccer,X,2003,Sports,E
D.C. Girls Symphony Pocket,PSP,2010,Adventure,
Princess Evangile Portable,PSP,2012,Action,
Pocket Racers,PSP,2006,Racing,E
Damnation,PC,2009,Shooter,M
Mirai Nikki: 13 Hitome no Nikki Shoyuusha Re-Write,PSP,2012,Action,
ScreamRide,XOne,2015,Simulation,E10+
Kajiri Kamui Kagura: Akebono no Hikari,PSV,2013,Adventure,
Sideswiped,DS,2009,Racing,E10+
The Conveni DS: Otona no Keiei Ryoku Training,DS,2008,Simulation,
Soul Eater: Battle Resonance,PS2,2009,Action,
Wanted: Weapons of Fate,PC,2009,Shooter,M
Full Auto 2: Battlelines,PSP,2007,Racing,E10+
Wedding Planner: Dream Weddings Guaranteed,DS,2010,Simulation,
Armen Noir Portable,PSP,2012,Action,
Ori and the Blind Forest,PC,2015,Platform,E
Spore Galactic Adventures,PC,2009,Strategy,E10+
The Sims 2: Celebration Stuff,PC,2007,Simulation,T
Takt of Magic,Wii,2009,Role-Playing,
Sherlock Holmes vs. Jack the Ripper,PC,2009,Adventure,T
Emperor: Rise of the Middle Kingdom,PC,2002,Strategy,E
WSC REAL 09: World Snooker Championship,X360,2009,Sports,
"If You Thought It Was Harem Paradise, It Was Yandere Hell",PS3,2014,Adventure,
Pro Evolution Soccer 2008,PC,2007,Sports,
Anime Slot Revolution: Pachi-Slot Mobile Suit Gundam II - Ai Senshi Hen,Wii,2007,Misc,
Memories Off 6: T-Wave,PSP,2009,Adventure,
Horsez,GBA,2006,Simulation,
Bamboo Blade: Sorekara no Chousen,PSP,2009,Adventure,
Grand Theft Auto Online,PS3,2013,Shooter,M
Arabians Doubt,PSP,2014,Adventure,
Muv-Luv,PS3,2012,Simulation,
Gun,PC,2005,Shooter,M
Fit & Fun,Wii,2011,Sports,
Stranger of Sword City,X360,2014,Role-Playing,
Bound By Flame,X360,2014,Role-Playing,M
Florist Shop,DS,2010,Simulation,E
Mist of Chaos,PS3,2007,Action,
MotoGP 15,X360,2015,Racing,
4 Elements,3DS,2012,Puzzle,E
Zoo Tycoon 2: Extinct Animals,PC,2007,Strategy,E10+
Necrovision,PC,2009,Shooter,M
Muv-luv Photonmelodies,PS3,2014,Adventure,
Ultimate Beach Soccer,GBA,2003,Sports,E
Muv-luv Photonflowers,PS3,2014,Adventure,
Defenders of Ardania,PC,2011,Strategy,T
Daisenryaku: Dai Toua Kouboushi - Tora Tora Tora,PS2,2008,Strategy,
No Fate! Only the Power of Will,PSP,2010,Adventure,
Mark Davis Pro Bass Challenge,GC,2005,Sports,E
Daikoukai Jidai Online: Cruz del Sur,PS3,2009,Role-Playing,
Makai Ouji: Devils and Realist - Dairiou no Hihou,3DS,2013,Action,
UFO: Extraterrestrials,PC,2007,Strategy,E10+
Gravity Games Bike: Street Vert Dirt,X,2002,Sports,T
Memories Off 2nd,PSP,2008,Adventure,
Heartful Simulator Pachi-Slot: To Heart 2,PS3,2012,Action,
Eschatos,X360,2011,Shooter,
Steel Horizon,DS,2007,Strategy,E10+
Handball 16,PC,2015,Sports,E
Eiyuu * Senki,PS3,2013,Adventure,
Hidden Mysteries: Titanic - Secrets of the Fateful Voyage,PC,2009,Adventure,
NHL 08,PC,2007,Action,E10+
Astraea no Shiroki Eien: White Eternity,PSV,2016,Adventure,
Vampire Saga: Welcome to Hell Lock,PC,2011,Adventure,T
MotoGP 3: Ultimate Racing Technology,X,2005,Racing,E
Smiley World: Island Challenge,Wii,2009,Puzzle,E
Arabians Lost: The Engagement on Desert,DS,2009,Adventure,
Little Anchor,PS2,2009,Adventure,
Satomi Hakkenden: Hamaji Himenoki,PSP,2014,Adventure,
Powerplay Tennis,DS,2008,Sports,
Puffins: Island Adventure,DS,2009,Adventure,E
Power Smash: Live Match!,PS3,2010,Sports,
Sengoku Hime: Senkou no Taika - Akatsuki no Haryuu,PS3,2012,Action,
Satomi Hakkenden: Murasame Marunoki ,PSP,2015,Adventure,
Hanshin Tigers DS,DS,2008,Sports,
Monster Radar,PSV,2011,Action,
Skullgirls: 2nd Encore,PSV,2016,Fighting,T
Lemmings Revolution,PC,1999,Puzzle,E
Kawaii Koinu DS 2,DS,2008,Simulation,
Shugo Chara! Norinori! Chara-Nari Zumu,DS,2009,Action,
Mitsu x Mitsu Drops: Love x Love Honey Life,PS2,2006,Adventure,
bit Generations: Dotstream,GBA,2006,Racing,
Dear Girl: Stories Hibiki - Hibiki Tokkun Daisakusen!,DS,2009,Adventure,
Brain Training for Dummies,PC,2008,Misc,E
Bruce Lee: Return of the Legend,GBA,2003,Action,E
Spectrobes: Beyond the Portals (JP sales),DS,2008,Role-Playing,
WarTech: Senko no Ronde(JP sales),X360,2006,Action,
NHL 16,X360,2015,Sports,
Clue / Mouse Trap / Perfection / Aggravation,DS,2006,Misc,E
Onore no Shinzuru Michi wo Yuke,PSP,2009,Puzzle,
Majin Tantei Nougami Neuro: Neuro to Miko no Bishoku Sanmai,DS,2008,Adventure,
English Detective Mysteria: The Crown,PSV,2016,Adventure,
Maple Story: Unmei no Shoujo,3DS,2013,Role-Playing,
Sumioni,PSV,N/A,Action,
Heroes of the Storm,PC,2015,Strategy,T
Tayutama: Kiss on my Deity,X360,2009,Adventure,
Desert Kingdom Portable,PSP,2013,Adventure,
"Iza, Shutshjin! Koisen Dai-ni-maku",PSP,2014,Adventure,
Two Worlds,PC,2007,Role-Playing,M
Grisaia no Rakuen: Le Eden de la Grisaia,PSP,2014,Adventure,
Tokimeki Memorial: Forever with You,PSP,2006,Simulation,
Armored Core: Verdict Day,X360,2013,Simulation,T
Stolen,PC,2005,Action,T
Zumas Revenge!,PC,2009,Puzzle,
"Shooting Love, 200X",X360,2009,Shooter,E
Dawn of Fantasy,PC,2011,Strategy,T
BlowOut,GC,2003,Shooter,T
Urakata Hakuouki: Akatsuki no Shirabe,PSP,2014,Adventure,
Fushigi Yuugi: Suzaku Ibun,PS2,2008,Adventure,
Rebel Raiders: Operation Nighthawk,Wii,2008,Simulation,E10+
Zettai Geigeki Wars,PSV,2015,Action,
Nursery Mania,DS,2010,Simulation,E
Edel Blume,PS2,2008,Adventure,
WiZmans World,DS,2010,Role-Playing,
Dungeons: Game of the Year Edition,PC,2011,Strategy,
Winning Post 7 2013,PSP,2013,Sports,
Hyperdimension Neptunia mk2,PS3,2011,Action,M
Rain Drops,DS,2008,Puzzle,E
WTA Tour Tennis,GC,2002,Sports,E
Bermuda Triangle: Saving the Coral,DS,2010,Puzzle,E
Clear: Atarashii Kaze no Fuku Oka de,PS2,2009,Adventure,
NUGA-CEL!,PS2,2009,Adventure,
International Cricket Captain 2009,PC,2009,Sports,
Canvas 3: Tanshoku no Pastel,PS2,2009,Adventure,
DS Dengeki Bunko ADV: Baccano!,DS,2008,Adventure,
Touhou Shinhiroku: Urban Legend in Limbo,PS4,2016,Fighting,
Vitamin Z: Graduation,PSP,2013,Adventure,
Pro Evolution Soccer 2008,DS,2007,Sports,E
Winx Club: Join the Clu,PSP,2007,Platform,E
LEGO Marvels Avengers,PC,2016,Action,E10+
Gal Gun: Double Peace,PS4,2015,Action,
S\xc3\xa9bastien Loeb Rally Evo,PC,2016,Racing,E
Space Hulk,PSV,2015,Strategy,T
Ouran Koukou Host Bu DS,DS,2009,Adventure,
Rosario to Vampire CAPU 2: Koi to Yume no Kyousoukyoku,PS2,2009,Adventure,
Superstars V8 Next Challenge,X360,2010,Racing,E
Colin McRae Rally 2005 plus,PSP,2005,Racing,
Barbie and Her Sisters Puppy Rescue,PS3,2015,Action,E
Sniper Elite 3,PC,2014,Shooter,M
Just Dance: Disney Party 2,Wii,2015,Action,E
Akatsuki no Amaneka to Aoi Kyojin,X360,2010,Strategy,
Tom Clancys Ghost Recon Advanced Warfighter 2,PC,2007,Shooter,T
Battle Worlds: Kronos,PS4,2016,Strategy,
Darkstalkers Resurrection,X360,2013,Fighting,T
Phi Brain: Kizuna no Puzzle,PSP,2012,Action,
Capcom Puzzle World,PSP,2007,Puzzle,E
Mermaid Gothic,PSP,2014,Adventure,
A.C.E.: Another Centurys Episode 2 - Special Vocal Version,PS2,2007,Simulation,
Challenge Me: Word Puzzles,Wii,2011,Puzzle,E10+
Pride of Nations,PC,2011,Strategy,T
Zorro: Quest For Justice,DS,2009,Action,E10+
Anpanman to Touch de Waku Waku Training,DS,2009,Misc,
The Dwarves,XOne,2016,Role-Playing,M
Port Royale 3,PC,2012,Simulation,
Rome: Total War Anthology,PC,2008,Strategy,
Guilty Gear 2: Overture,X360,2007,Fighting,T
Bob the Builder: Festival of Fun,Wii,2009,Action,
Blades of Thunder II,DS,2006,Simulation,E10+
Flowers: Autumn Story,PSV,2016,Adventure,
Gothic Fiction: Dark Saga,PC,2015,Misc,
KLAP!! Kind Love And Punish,PSV,2015,Action,
Anpanman Niko Niko Party,Wii,2010,Misc,
The City of Lost Children,PS,1997,Adventure,
Kings Field: Additional I,PSP,2006,Role-Playing,
Victorian Mysteries: Woman in White,PC,2010,Strategy,E10+
Hugo: The Evil Mirror,GBA,2002,Action,E
Command & Conquer: Generals,PC,2003,Strategy,
Action Girlz Racing,Wii,2007,Racing,E
Puchi Eva: Evangelion @ Game,DS,2008,Simulation,
Backyard Sports Baseball 2007,PS2,2006,Sports,E
Fabled Legends: The Dark Piper,PC,2014,Action,T
Harry Potter and the Goblet of Fire,PC,2005,Action,E10+
Generation of Chaos: Pandoras Reflection,PSP,2008,Strategy,T
Pirates of Black Cove,PC,2011,Adventure,T
Shinkyouku Soukai Polyphonica: 3&4 Hanashi Kanketsuhen,PS2,2007,Adventure,
X-Men Legends II: Rise of Apocalypse,PC,2005,Role-Playing,T
The Escapists,PC,2014,Action,
Time Ace,DS,2007,Simulation,E10+
Winning Post World 2010,Wii,2010,Sports,
Chronicles of Mystery: The Scorpio Ritual,PC,2008,Adventure,E10+
Otome Riron to Sono Shuuhen: Bon Voyage,PSV,2016,Adventure,
Teenage Mutant Ninja Turtles: Out of the Shadows,X360,2013,Action,T
MetropolisMania 2,PS2,2006,Strategy,E10+
Zaidan Houjin Nippon Kanji Nouryoku Kentei Kyoukai Koushiki Soft: 250 Banjin no KanKen Premium - Zenkyuu Zen-Kanji Kanzen Seiha,DS,2009,Misc,
NCAA College Basketball 2K3,GC,2002,Sports,E
Genji Koi Emaki,PSV,2015,Action,
The Tiny Bang Story,PC,2011,Adventure,
Painkiller: Hell & Damnation,PC,2012,Shooter,
Pawly Pets: My Pet Hotel,DS,2007,Simulation,
D-Day,PC,2004,Strategy,T
Bratz: Forever Diamondz,GBA,2006,Adventure,E
Jissen Pachi-Slot Pachinko Hisshouhou! Wii Hokuto no Ken Sammys Collection,Wii,2007,Misc,
4 Play Collection: Treasure Hunters,PC,2014,Action,
Dangerous Waters,PC,2006,Simulation,E
Teikoku Kaigun Renbojou: Meiji Yokosuka Koushinkyoku,PSV,2015,Action,
SimCity 3000 Unlimited,PC,2000,Simulation,E
Harakuju Tantei Gakuen: Steel Wood,PSP,2010,Adventure,
Saka Agari Hurricane Portable,PSV,2017,Adventure,
Kira * Kira: Rock n Roll Show,PS2,2009,Adventure,
Windy X Windam,DS,2008,Fighting,T
WRC 5: FIA World Rally Championship,X360,2015,Sports,
Brave: Shamans Challenge,DS,2009,Action,E
School Wars: Graduation Front,PSP,2013,Adventure,
Myself; Yourself: Sorezore no Finale,PS2,2009,Adventure,
Woodcutter Simulator 2016,PS4,2015,Action,
Kidz Sports International Soccer,Wii,2008,Sports,E
Days of Memories 3,DS,2009,Adventure,
Thief: The Dark Project,PC,1997,Action,M
Chainz Galaxy,PC,2011,Puzzle,E
Soukai Buccaneers,PSV,2014,Adventure,
"Kono Oozora ni, Tsubasa o Hirogete: Cruise Sign",PSV,2016,Adventure,
Asphalt: Urban GT 2,PSP,2006,Racing,E10+
Disney Universe,PC,2011,Action,E10+
Galactic Civilizations III,PC,2015,Strategy,
Cheggers Party Quiz,Wii,2008,Misc,
Momotsuki: Koufuu no Misasagi-Ou,PS2,2009,Adventure,
The Adventures of Tintin: The Game,PC,2011,Action,E10+
Maximum Racing: Super Karts,Wii,2011,Racing,E
Rig Racer 2,Wii,2008,Racing,E
Secret Mysteries in London,3DS,2011,Puzzle,
Jyuzaengi: Engetsu Sangokuden 1 + 2,PSV,2015,Action,
PDC World Championship Darts 2008,PC,2008,Sports,
Kamiwaza Wanda: Kira Kira Ichibangai Kikiippatsu!,3DS,2016,Action,
Marvel Disk Wars: Avengers - Ultimate Heroes,3DS,2014,Action,
NBA 2K13,PSP,2012,Sports,E
Kurogane no Linebarrels,PSP,2009,Role-Playing,
Hakuoki: Reimeiroku Nagorigusa,PS3,2012,Action,
Live-On DS,DS,2009,Action,
Norimono Oukoku DS: You! Unten Shichai na Yo!,DS,2008,Misc,
0-ji no Kane to Cinderella: Halloween Wedding,PSP,2013,Misc,
Sugar Sugar Rune: Queen Shiken wa Dai Panic,DS,2006,Action,
Secret Files 2: Puritas Cordis,DS,2009,Adventure,T
Sega Rally Championship,GBA,2002,Racing,E
Disney's Little Einsteins,GBA,2006,Misc,E
Phantom Breaker,PS3,2013,Fighting,
Qupu!! Mame Goma!,DS,2009,Simulation,
Dun\xe2\x86\x90Dam: Dungeons & Dam,DS,2009,Role-Playing,
Clannad,PSV,2014,Adventure,
Desert Kingdom,PS2,2010,Adventure,
Hanasaku Manimani,PSP,2013,Adventure,
Chibi Devi!,3DS,2012,Action,
Yosumin. DS,DS,2007,Puzzle,
Xia-Xia,DS,2012,Platform,E
Brian Lara International Cricket 2007,X360,2007,Sports,
Gurumin: A Monstrous Adventure,PSP,2006,Role-Playing,E10+
Memories Off: Sorekara,PSP,2008,Adventure,
City Racer,GC,2003,Racing,E
Boulder Dash-XL,PC,2011,Action,
Yuusha no Kuse ni Namaikida (PSP the Best sales),PSP,2008,Role-Playing,
Kirarin * Revolution: Atsumete Change! Kurikira * Code,DS,2008,Simulation,
The Sims 2: H&M Fashion Stuff,PC,2007,Simulation,
NBA 2K10,PC,2009,Sports,E
Zero Cho Aniki,PSP,2009,Shooter,
Beyond the Legend - Mysteries of Olympus,PC,2016,Adventure,
Canimal Triple,PSV,2014,Misc,
Hokuto no Ken: Raoh Gaiden - Ten no Haoh,PSP,2009,Action,
Survivor,Wii,2010,Adventure,E
Ever17 \xe3\x80\x9cthe out of infinity\xe3\x80\x9c Premium Edition,PSP,2009,Adventure,
The Smurfs,3DS,2015,Action,
Neverwinter Nights 2: Storm of Zehir,PC,2008,Role-Playing,T
Don Bradman Cricket 14,X360,2014,Sports,
Child of Light,PC,2014,Role-Playing,E10+
Rezel Cross,PSP,2007,Role-Playing,
Nancy Drew: Secret of the Scarlet Hand,PC,2002,Adventure,E
Nodame Cantabile: Dream * Orchestra,Wii,2007,Misc,
MyStylist,PSP,2008,Simulation,
Inugamike no Ichizoku,DS,2009,Action,
Bermuda Triangle: Saving the Coral,Wii,2009,Puzzle,E
Football Manager 2008,X360,2008,Sports,
The King of Fighters NESTS Collection,PS2,2007,Fighting,
Open Season,GBA,2006,Platform,E
Oretachi no Sabage Portable,PSP,2008,Shooter,
Age of Mythology: Gold Edition,PC,2004,Strategy,T
Beijing 2008,PC,2008,Sports,
RailWorks 2: Train Simulator,PC,2010,Simulation,E
Battle Robot Soul,PSP,2013,Action,
Shin Hisui no Shizuku: Hiiro no Kakera 2,PS2,2009,Adventure,
Tiger Woods PGA Tour 06,PC,2005,Sports,E
Majin Bone: The Majin of Space and Time,3DS,2014,Fighting,
World Snooker Challenge 2005,PSP,2005,Sports,
Hidden Expedition: The Crown of Solomon,PC,2014,Action,
Eiyuu * Senki,PSV,2014,Adventure,
Phantom: Phantom of Inferno,X360,2011,Adventure,
Killer 3D Pool,GBA,2005,Misc,E
Koukou Yakyuu Dou DS,DS,2009,Sports,
After Burner: Black Falcon,PSP,2007,Simulation,T
Earthpedia,3DS,2012,Misc,
Lucius,PC,2012,Action,
Pilot Academy,PSP,2006,Simulation,
Monster Frenzy,DS,2010,Puzzle,E
Dragons Dogma,PC,2016,Role-Playing,
LEGO Batman 2: DC Super Heroes,PC,2012,Action,E10+
Haunted Hotel: Ancient Curse,PC,2016,Adventure,
Chaos Field,GC,2005,Shooter,E
We Sing 80s,Wii,2012,Misc,T
Spintires,PC,2014,Adventure,E
Monobeno: Pure Smile,PSV,2014,Adventure,
Derby Time Online,PS3,2008,Sports,
R-Type Tactics II: Operation Bitter Chocolate,PSP,2009,Strategy,
Renai 0 Kilometer,PSV,2014,Adventure,
We Sing (2016),PS4,2016,Misc,
Horrible Histories: Ruthless Romans,DS,2009,Adventure,T
Kidz Sports: Basketball,Wii,2008,Sports,E
Jojos Bizarre Adventure,PS3,2012,Fighting,
Shogun: Total War,PC,2000,Strategy,T
Captain Earth: Mind Labyrinth,PSV,2015,Adventure,
Narisokonai Eiyuutan: Taiyou to Tsuki no Monogatari,PSP,2009,Role-Playing,
PAIN,PS3,2009,Action,T
Maximum Racing: Super Truck Racer,Wii,2011,Racing,E
World War II Combat: Iwo Jima,X,2006,Shooter,M
"Second Novel: Kanojo no Natsu, 15-Bun no Kioku",PSP,2010,Adventure,
G1 Jockey 4 2008,PS2,2008,Sports,
MotoGP 08,PC,2008,Racing,E
Disney Sports Basketball,GC,2002,Sports,E
Jewel Pet: Kawaii Mahou no Fantasy,DS,2009,Simulation,
Kodawari Saihai Simulation: Ocha no Ma Pro Yakyuu DS,DS,2009,Sports,
School Wars,PSP,2012,Adventure,
Journey to the Center of the Earth,DS,2008,Adventure,E
Suigetsu Portable,PSP,2008,Adventure,
Kawaii Koneko DS,DS,2008,Simulation,
Castle of Shikigami III,X360,2007,Shooter,
Kuroyukihime: Snow Black,PSP,2014,Adventure,
Tetris Ultimate ,3DS,2014,Puzzle,E
Photo Phantasy,DS,2011,Puzzle,E
Curse: The Eye of Isis,X,2003,Adventure,M
The Sims: Life Stories,PC,2007,Simulation,T
Canimal Triple,3DS,2014,Misc,
Magus,PS3,2014,Role-Playing,T
Traxxpad: Portable Studio,PSP,2007,Misc,
Deal or No Deal: The Banker is Back!,Wii,2008,Misc,
Fukakutei Sekai no Tantei Shinshi: Akugyou Futaasa no Jiken File,PS2,2009,Adventure,
Tom Clancys Politika,PSP,2013,Strategy,
Micro Machines V4,DS,2007,Racing,E
Saints Row: Gat out of Hell,PS3,2015,Action,M
Machi-Ing Maker DS,DS,2008,Simulation,
Uchi no 3 Shimai DS 2: 3 Shimai no Dekake Daisakusen,DS,2009,Misc,
Simple DS Series Vol. 45: The Misshitsukara no Dasshutsu 2,DS,2008,Adventure,
Quantum Conundrum,PS3,2012,Action,E
Maximum Racing: Sprint Cars,Wii,2011,Racing,E
Ochaken no Daibouken 2: Yume Ippai no Omocha Hako,DS,2008,Simulation,
Chronostacia,PSP,2014,Adventure,
Sword of the Stars: Complete Collection,PC,2010,Strategy,E10+
Fushigi no Chronicle: Furikaerimasen Katsu Madewa,PSV,2015,Action,
FlatOut,Wii,2010,Racing,T
Tokyo Xanadu: Sakura Festival Package,PSV,2016,Role-Playing,
MEAN GIRLS,DS,2009,Strategy,E10+
Black & White 2: Battle of the Gods,PC,2006,Strategy,
"My World, My Way",DS,2008,Role-Playing,E
PES 2009: Pro Evolution Soccer,PC,2008,Sports,
Nanairo Reincarnation,PSV,2015,Action,
Summer Challenge: Athletics Tournament,PC,2011,Sports,
Memories Off: AfterRain,PSP,2009,Adventure,
Burn Zombie Burn!,PC,2010,Shooter,M
Zatch Bell! Mamodo Fury,PS2,2005,Fighting,
Puzzler Collection,PSP,2008,Puzzle,
AMF Xtreme Bowling,X,2006,Sports,E
Moujuutsukai to Oujisama: Flower & Snow,PSV,2015,Action,
Nintama Rantarou: Gakunen Taikousen Puzzle! no Dan,DS,2010,Puzzle,
Professional Fishermans Tour: Big Bass Open,3DS,2011,Sports,
Dark Parables: The Little Mermaid and the Purple Tide,PC,2016,Adventure,
Lost Identities,DS,2010,Adventure,
Lionheart: Kings Crusade,PC,2010,Strategy,
Sakura Note: Imanitsu na Garu Mirai,DS,2009,Adventure,
Deadfall Adventures,X360,2013,Action,M
Hoshiiro no Okurimono,PS2,2007,Adventure,
MotorStorm Complete,PS3,2008,Racing,
Kurayami no Hate de Kimi o Matsu,DS,2009,Adventure,
Final Approach 2: 1st Priority Portable,PSP,2009,Adventure,
Battle Worlds: Kronos,XOne,2016,Strategy,E10+
King Arthur Collection,PC,2011,Strategy,T
Hello Kitty Kruisers,WiiU,2014,Racing,E
7 Wonders of the Ancient World,PC,2007,Puzzle,E
Deponia Doomsday,PC,2016,Adventure,
